,1stFlrSF,2ndFlrSF,Alley,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fence,FireplaceQu,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GarageYrBlt,GrLivArea,HalfBath,Heating,HeatingQC,HouseStyle,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscFeature,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,RoofStyle,SaleCondition,SaleType,ScreenPorch,TotRmsAbvGrd,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold,TotalSq
59,780,0,None,2,1Fam,3,0,632.0,0.0,5,Unf,0.0,0.0,3,148.0,Y,Norm,5,0,3,3,HdBoard,HdBoard,3,0,0,CBlock,1,8,352.0,1.0,3,1,3,0,1973.0,780,0,GasA,5,1Story,1,3,Bnk,Gtl,7200,Inside,60.0,4,20,RL,0.0,None,None,1,CollgCr,0,7,5,3,Gable,Normal,WD,0,4,780.0,196,1972,1972,2008,1560.0
60,1158,0,None,3,1Fam,3,0,941.0,0.0,5,Unf,1.0,0.0,4,217.0,Y,RRAe,5,0,3,3,VinylSd,VinylSd,0,0,0,PConc,1,8,576.0,2.0,3,1,3,0,2006.0,1158,1,GasA,5,1Story,1,4,Lvl,Gtl,13072,Inside,63.0,4,20,RL,0.0,None,None,5,SawyerW,50,5,6,3,Gable,Partial,New,0,5,1158.0,0,2004,2004,2006,2316.0
61,581,530,None,3,1Fam,2,0,0.0,0.0,1,Unf,0.0,0.0,3,530.0,N,Norm,5,144,3,3,MetalSd,MetalSd,0,0,0,BrkTil,1,8,288.0,1.0,3,1,3,0,1935.0,1111,0,GasA,3,2.5Unf,1,2,Lvl,Gtl,7200,Inside,60.0,4,75,RM,0.0,None,None,3,IDOTRR,0,7,5,1,Gable,Normal,WD,0,6,530.0,0,1920,1996,2007,1641.0
62,1370,0,None,2,TwnhsE,4,0,24.0,0.0,6,Unf,0.0,0.0,4,1346.0,Y,Norm,5,0,3,4,VinylSd,VinylSd,0,4,1,PConc,2,8,484.0,2.0,3,2,3,0,2006.0,1370,0,GasA,5,1Story,1,4,Lvl,Gtl,6442,Inside,44.0,3,120,RL,178.0,Stone,None,10,NridgHt,49,5,8,3,Gable,Normal,WD,0,6,1370.0,120,2006,2006,2007,2740.0
63,902,808,None,3,1Fam,3,0,0.0,0.0,1,Unf,0.0,0.0,3,576.0,Y,RRAn,5,64,3,3,Stucco,Stucco,4,0,0,BrkTil,2,8,480.0,2.0,3,1,3,0,1990.0,1710,0,GasA,4,2Story,1,3,Bnk,Gtl,10300,Inside,50.0,3,70,RM,0.0,None,None,4,OldTown,11,6,7,3,Gable,Normal,WD,0,9,576.0,12,1921,1950,2010,2286.0
64,1057,977,None,3,1Fam,3,0,739.0,0.0,6,Unf,1.0,0.0,4,318.0,Y,Norm,5,0,3,3,VinylSd,VinylSd,4,0,0,PConc,2,8,645.0,2.0,3,2,3,0,1998.0,2034,1,GasA,5,2Story,1,4,Lvl,Gtl,9375,Inside,,4,60,RL,573.0,BrkFace,None,2,CollgCr,36,5,7,3,Gable,Normal,WD,0,8,1057.0,576,1997,1998,2009,3091.0
65,1143,1330,None,4,1Fam,3,0,0.0,0.0,1,Unf,0.0,0.0,5,1143.0,Y,Norm,5,0,3,4,VinylSd,VinylSd,0,4,1,PConc,2,8,852.0,3.0,3,2,3,0,2004.0,2473,1,GasA,5,2Story,1,4,Lvl,Gtl,9591,Inside,76.0,4,60,RL,344.0,BrkFace,None,10,NridgHt,151,5,8,3,Gable,Normal,WD,0,9,1143.0,192,2004,2005,2007,3616.0
66,2207,0,None,3,1Fam,3,0,912.0,0.0,6,Unf,1.0,0.0,4,1035.0,Y,PosA,5,0,3,3,Plywood,Plywood,0,4,1,CBlock,2,7,576.0,2.0,3,2,3,0,1970.0,2207,0,GasA,3,1Story,1,3,Lvl,Gtl,19900,Inside,,4,20,RL,287.0,BrkFace,None,7,NAmes,0,5,7,3,Gable,Normal,WD,0,7,1947.0,301,1970,1989,2010,4154.0
67,1479,0,None,3,1Fam,3,0,1013.0,0.0,6,Unf,1.0,0.0,4,440.0,Y,Norm,5,0,3,4,VinylSd,VinylSd,0,0,0,PConc,2,8,558.0,2.0,3,2,3,0,2003.0,1479,0,GasA,5,1Story,1,4,Lvl,Gtl,10665,Inside,72.0,3,20,RL,167.0,BrkFace,None,6,CollgCr,29,5,7,3,Gable,Normal,WD,0,7,1453.0,144,2003,2003,2007,2932.0
68,747,0,None,2,1Fam,3,0,0.0,0.0,1,Unf,0.0,0.0,3,747.0,Y,Artery,5,0,4,3,MetalSd,MetalSd,0,0,0,CBlock,1,8,220.0,1.0,3,1,3,0,1945.0,747,0,GasA,3,1Story,1,3,Lvl,Gtl,4608,Corner,47.0,4,30,RM,0.0,None,None,6,OldTown,0,6,4,3,Gable,Normal,WD,0,4,747.0,0,1945,1950,2010,1494.0
69,1304,983,None,3,1Fam,3,0,603.0,0.0,4,Unf,0.0,0.0,3,701.0,Y,Norm,5,114,3,4,BrkFace,AsbShng,0,3,1,CBlock,2,8,667.0,2.0,3,3,3,0,1953.0,2287,0,GasW,3,1.5Fin,1,3,Lvl,Gtl,15593,Corner,81.0,4,50,RL,0.0,None,None,7,ClearCr,21,4,7,3,Gable,Normal,WD,0,7,1304.0,0,1953,1953,2006,3591.0
70,2223,0,None,3,1Fam,3,0,1880.0,0.0,5,Unf,1.0,0.0,4,343.0,Y,Norm,5,0,4,3,Plywood,Plywood,0,4,2,CBlock,2,8,516.0,2.0,3,3,3,0,1973.0,2223,0,GasA,5,1Story,1,3,Lvl,Gtl,13651,Inside,95.0,3,20,RL,1115.0,BrkFace,None,2,NAmes,0,6,7,3,Gable,Normal,WD,0,8,2223.0,300,1973,1973,2007,4446.0
71,845,0,None,2,1Fam,3,0,565.0,0.0,5,Unf,1.0,0.0,3,280.0,Y,Norm,5,0,3,3,HdBoard,Plywood,0,0,0,CBlock,1,8,360.0,2.0,3,1,3,0,1987.0,845,0,GasA,3,1Story,1,3,Lvl,Gtl,7599,Corner,69.0,4,20,RL,0.0,None,None,6,Mitchel,0,6,4,3,Gable,Normal,WD,0,4,845.0,0,1982,2006,2007,1690.0
72,885,833,None,3,1Fam,3,0,0.0,0.0,1,Unf,0.0,0.0,4,832.0,Y,Norm,5,0,3,3,VinylSd,VinylSd,0,3,1,PConc,2,8,427.0,2.0,3,3,3,0,1998.0,1718,1,GasA,4,2Story,1,3,Lvl,Gtl,10141,Corner,74.0,3,60,RL,40.0,BrkFace,None,12,Gilbert,94,5,7,3,Gable,Normal,WD,291,7,832.0,0,1998,1998,2009,2550.0
73,1086,0,None,3,1Fam,3,0,320.0,362.0,5,BLQ,1.0,0.0,3,404.0,Y,Norm,5,0,3,3,Wd Sdng,Wd Sdng,2,0,0,CBlock,1,8,490.0,2.0,3,1,3,0,1989.0,1086,0,GasA,4,1Story,1,3,Lvl,Gtl,10200,Inside,85.0,4,20,RL,104.0,BrkFace,None,5,NAmes,0,7,5,3,Gable,Normal,WD,0,6,1086.0,0,1954,2003,2010,2172.0
74,840,765,None,3,1Fam,3,0,0.0,0.0,1,Unf,0.0,0.0,2,840.0,N,Norm,5,202,4,4,VinylSd,VinylSd,0,0,0,CBlock,2,8,379.0,1.0,3,1,3,0,1915.0,1605,0,GasA,4,2Story,2,3,Lvl,Gtl,5790,Corner,60.0,4,50,RM,0.0,None,None,5,OldTown,0,6,3,3,Gambrel,Normal,WD,0,8,840.0,0,1915,1950,2010,2445.0
75,526,462,None,2,Twnhs,3,0,462.0,0.0,6,Unf,1.0,0.0,4,0.0,Y,Norm,5,0,3,3,CemntBd,CmentBd,2,0,0,CBlock,1,8,297.0,1.0,3,1,3,0,1973.0,988,0,GasA,3,SLvl,1,3,Lvl,Gtl,1596,Inside,21.0,4,180,RM,0.0,None,None,11,MeadowV,101,5,4,3,Gable,Normal,WD,0,5,462.0,120,1973,1973,2009,1450.0
76,952,0,None,2,1Fam,3,0,228.0,0.0,5,Unf,0.0,0.0,3,724.0,Y,Norm,4,0,3,3,VinylSd,VinylSd,0,0,0,CBlock,1,8,283.0,1.0,3,1,3,0,1956.0,952,0,GasA,5,1Story,1,3,Lvl,Gtl,8475,Inside,,3,20,RL,0.0,None,None,4,NAmes,0,7,4,3,Gable,Normal,WD,0,4,952.0,0,1956,1956,2008,1904.0
77,1072,213,None,2,1Fam,3,0,336.0,41.0,4,GLQ,1.0,0.0,3,295.0,Y,Norm,5,0,3,3,Wd Sdng,Wd Sdng,3,0,0,CBlock,1,7,240.0,1.0,3,1,3,0,1948.0,1285,0,GasA,3,1.5Fin,1,3,Lvl,Gtl,8635,Inside,50.0,4,50,RM,0.0,None,None,1,BrkSide,0,5,5,3,Gable,Normal,WD,0,6,672.0,0,1948,2001,2008,1957.0
78,1768,0,None,4,Duplex,3,0,0.0,0.0,1,Unf,0.0,0.0,3,1768.0,N,Norm,5,0,3,3,HdBoard,HdBoard,0,0,0,CBlock,2,8,0.0,0.0,0,0,0,0,,1768,0,GasA,3,1Story,2,3,Lvl,Gtl,10778,Inside,72.0,4,90,RL,0.0,None,None,4,Sawyer,0,5,4,3,Hip,Normal,WD,0,8,1768.0,0,1968,1968,2010,3536.0
79,682,548,Grvl,2,1Fam,3,0,0.0,0.0,1,Unf,0.0,0.0,3,440.0,Y,Norm,5,128,3,3,Wd Sdng,Wd Sdng,3,0,0,PConc,1,8,440.0,2.0,3,1,3,0,1966.0,1230,1,GasA,4,2Story,1,3,Lvl,Gtl,10440,Corner,60.0,4,50,RM,0.0,None,None,5,OldTown,0,6,5,3,Gable,Normal,WD,0,5,440.0,74,1910,1981,2009,1670.0
80,1182,960,None,4,1Fam,3,0,448.0,0.0,3,Unf,0.0,0.0,4,448.0,Y,Norm,5,0,4,3,VinylSd,VinylSd,0,4,1,CBlock,2,8,509.0,1.0,3,3,3,0,1968.0,2142,1,GasA,3,2Story,1,4,Lvl,Gtl,13000,Corner,100.0,4,60,RL,576.0,BrkFace,None,6,NAmes,72,6,6,3,Gable,Normal,WD,252,8,896.0,0,1968,1968,2009,3038.0
81,1337,0,None,2,TwnhsE,4,0,1201.0,0.0,6,Unf,1.0,0.0,5,36.0,Y,Norm,5,0,4,3,VinylSd,VinylSd,0,0,0,PConc,2,8,405.0,2.0,3,3,3,0,1998.0,1337,0,GasA,5,1Story,1,3,Lvl,Gtl,4500,FR2,32.0,4,120,RM,443.0,BrkFace,None,3,Mitchel,199,5,6,3,Hip,Normal,WD,0,5,1237.0,0,1998,1998,2006,2574.0
82,1563,0,None,3,1Fam,3,0,33.0,0.0,6,Unf,0.0,0.0,4,1530.0,Y,Norm,5,0,3,3,VinylSd,VinylSd,0,4,1,PConc,2,8,758.0,3.0,3,2,3,0,2007.0,1563,0,GasA,5,1Story,1,4,Lvl,Gtl,10206,Inside,78.0,4,20,RL,468.0,Stone,None,10,Somerst,99,5,8,3,Gable,Normal,WD,0,6,1563.0,144,2007,2007,2008,3126.0
83,1065,0,None,3,1Fam,3,0,0.0,0.0,1,Unf,0.0,0.0,3,1065.0,Y,Norm,5,0,3,3,MetalSd,MetalSd,0,0,0,CBlock,1,8,461.0,2.0,3,1,3,0,1974.0,1065,1,GasA,4,1Story,1,3,Lvl,Gtl,8892,Inside,80.0,3,20,RL,66.0,BrkCmn,None,7,NAmes,0,5,5,3,Gable,Normal,COD,0,6,1065.0,74,1960,1960,2007,2130.0
84,804,670,None,3,1Fam,3,0,0.0,0.0,1,Unf,0.0,0.0,4,384.0,Y,Norm,5,0,3,3,HdBoard,HdBoard,0,3,1,PConc,2,8,400.0,2.0,3,3,3,0,1995.0,1474,1,GasA,4,SLvl,1,3,Lvl,Gtl,8530,Inside,,3,80,RL,22.0,BrkFace,Shed,5,Gilbert,72,5,7,3,Gable,Normal,WD,0,7,384.0,120,1995,1996,2009,1858.0
85,1301,1116,None,4,1Fam,3,0,0.0,0.0,1,Unf,0.0,0.0,4,1288.0,Y,Norm,5,0,3,4,HdBoard,HdBoard,0,3,1,CBlock,2,8,462.0,2.0,3,1,3,0,1991.0,2417,1,GasA,5,2Story,1,4,Lvl,Gtl,16059,Corner,121.0,4,60,RL,284.0,BrkFace,None,4,NoRidge,82,5,8,3,Hip,Normal,WD,0,9,1288.0,127,1991,1992,2006,3705.0
86,684,876,None,3,1Fam,3,0,0.0,0.0,1,Unf,0.0,0.0,4,684.0,Y,Norm,5,0,3,4,VinylSd,VinylSd,0,4,1,PConc,2,8,400.0,2.0,3,3,3,0,2005.0,1560,1,GasA,5,2Story,1,4,Lvl,Gtl,11911,Inside,122.0,2,60,RL,0.0,None,None,3,Gilbert,38,5,6,3,Gable,Normal,WD,0,6,684.0,100,2005,2005,2009,2244.0
87,612,612,Pave,2,TwnhsE,3,0,0.0,0.0,1,Unf,0.0,0.0,4,612.0,Y,Norm,5,0,3,4,VinylSd,VinylSd,0,0,0,PConc,2,8,528.0,2.0,3,2,3,0,2009.0,1224,1,GasA,5,2Story,1,4,Lvl,Gtl,3951,Corner,40.0,4,160,FV,76.0,Stone,None,6,Somerst,234,5,6,3,Gable,Partial,New,0,4,612.0,0,2009,2009,2009,1836.0
88,1013,0,None,2,1Fam,2,0,0.0,0.0,1,Unf,0.0,0.0,3,1013.0,N,Feedr,5,156,2,2,Plywood,Plywood,3,0,0,CBlock,1,8,0.0,0.0,0,0,0,0,,1526,0,GasA,3,1.5Fin,1,2,Lvl,Gtl,8470,Corner,105.0,3,50,C (all),0.0,None,None,10,IDOTRR,0,2,3,1,Hip,Abnorml,ConLD,0,6,1013.0,0,1915,1982,2009,2539.0
89,990,0,None,3,1Fam,3,0,588.0,0.0,6,Unf,1.0,0.0,4,402.0,Y,Norm,5,0,3,3,VinylSd,VinylSd,0,0,0,PConc,1,8,0.0,0.0,0,0,0,0,,990,0,GasA,5,1Story,1,3,Lvl,Gtl,8070,Inside,60.0,4,20,RL,0.0,None,None,8,CollgCr,0,5,4,3,Gable,Normal,WD,0,5,990.0,0,1994,1995,2007,1980.0
90,1040,0,None,2,1Fam,0,0,0.0,0.0,0,None,0.0,0.0,0,0.0,Y,Norm,4,0,3,3,BrkFace,Wd Sdng,0,0,0,Slab,1,8,420.0,2.0,3,1,3,0,1950.0,1040,0,GasA,3,1Story,1,3,Lvl,Gtl,7200,Inside,60.0,4,20,RL,0.0,None,None,7,NAmes,29,5,4,3,Gable,Normal,WD,0,4,0.0,0,1950,1950,2006,1040.0
91,1235,0,None,2,1Fam,3,0,600.0,0.0,3,Unf,0.0,0.0,3,635.0,Y,Norm,5,0,3,3,HdBoard,HdBoard,2,0,0,CBlock,1,8,480.0,2.0,3,1,3,0,1961.0,1235,0,GasA,3,1Story,1,3,Lvl,Gtl,8500,Inside,85.0,4,20,RL,203.0,BrkCmn,None,12,NAmes,0,3,5,3,Hip,Abnorml,WD,0,6,1235.0,0,1961,1961,2006,2470.0
92,964,0,Grvl,2,1Fam,3,0,713.0,0.0,5,Unf,1.0,0.0,4,163.0,Y,Norm,5,44,4,3,Wd Sdng,Wd Sdng,0,0,0,BrkTil,1,8,432.0,2.0,3,1,3,0,1921.0,964,0,GasA,5,1Story,1,3,HLS,Gtl,13360,Inside,80.0,3,30,RL,0.0,None,None,8,Crawfor,0,7,5,3,Gable,Normal,WD,0,5,876.0,0,1921,2006,2009,1840.0
93,1260,1031,None,4,2fmCon,2,0,1046.0,0.0,3,Unf,0.0,1.0,3,168.0,N,Norm,5,0,3,3,MetalSd,MetalSd,0,4,1,BrkTil,2,8,506.0,2.0,3,1,3,0,1900.0,2291,0,GasW,5,2.5Unf,2,3,Lvl,Gtl,7200,Corner,60.0,4,190,C (all),0.0,None,None,11,OldTown,0,6,6,3,Hip,Normal,WD,99,9,1214.0,0,1910,1998,2007,3505.0
94,905,881,None,3,1Fam,3,0,648.0,0.0,6,Unf,1.0,0.0,4,176.0,Y,Norm,5,0,4,3,VinylSd,VinylSd,0,0,0,PConc,2,8,684.0,2.0,3,2,3,0,1997.0,1786,1,GasA,5,2Story,1,4,Lvl,Gtl,9337,Inside,69.0,3,60,RL,0.0,None,None,5,CollgCr,162,5,6,3,Gable,Normal,WD,0,7,824.0,0,1997,1997,2007,2610.0
95,680,790,None,3,1Fam,4,0,310.0,0.0,5,Unf,0.0,0.0,4,370.0,Y,Norm,5,0,4,5,VinylSd,VinylSd,0,3,1,PConc,2,8,420.0,2.0,3,3,3,0,1993.0,1470,1,GasA,4,2Story,1,3,Lvl,Gtl,9765,Corner,,2,60,RL,68.0,BrkFace,Shed,4,Gilbert,63,8,6,3,Gable,Normal,WD,0,6,680.0,232,1993,1993,2009,2150.0
96,1588,0,None,3,1Fam,3,0,1162.0,0.0,5,Unf,0.0,0.0,4,426.0,Y,Norm,5,0,3,4,VinylSd,VinylSd,0,0,0,PConc,2,8,472.0,2.0,3,2,3,0,1999.0,1588,0,GasA,5,1Story,1,4,Lvl,Gtl,10264,Inside,78.0,3,20,RL,183.0,BrkFace,None,8,CollgCr,29,5,7,3,Gable,Normal,WD,0,6,1588.0,158,1999,1999,2006,3176.0
97,960,0,None,3,1Fam,3,0,520.0,0.0,3,Unf,1.0,0.0,3,440.0,Y,Norm,3,0,3,3,HdBoard,HdBoard,0,0,0,CBlock,1,8,432.0,1.0,3,3,3,0,1965.0,960,0,GasA,3,1Story,1,3,HLS,Gtl,10921,Inside,73.0,4,20,RL,48.0,BrkFace,None,5,Edwards,0,5,4,2,Hip,Normal,WD,0,6,960.0,120,1965,1965,2007,1920.0
98,835,0,None,2,1Fam,3,0,108.0,0.0,5,Unf,0.0,0.0,3,350.0,N,Norm,5,77,3,3,Wd Sdng,Wd Sdng,0,0,0,BrkTil,1,8,366.0,1.0,3,1,2,0,1920.0,835,0,GasA,2,1Story,1,3,Lvl,Gtl,10625,Corner,85.0,4,30,RL,0.0,None,Shed,5,Edwards,0,5,5,3,Gable,Abnorml,COD,0,5,458.0,0,1920,1950,2010,1293.0
99,1225,0,None,3,1Fam,3,0,569.0,0.0,5,Unf,1.0,0.0,3,381.0,Y,Norm,5,0,3,3,Plywood,Plywood,0,0,0,CBlock,1,8,0.0,0.0,0,0,0,0,,1225,1,GasA,2,1Story,1,3,Lvl,Gtl,9320,Inside,77.0,3,20,RL,0.0,None,Shed,1,NAmes,0,5,4,3,Gable,Normal,WD,0,6,950.0,352,1959,1959,2010,2175.0
100,1610,0,None,3,1Fam,3,0,1200.0,0.0,5,Unf,1.0,0.0,3,410.0,Y,Norm,5,0,3,3,Plywood,Plywood,0,3,2,PConc,2,8,480.0,2.0,3,2,3,0,1977.0,1610,0,GasA,4,1Story,1,4,Lvl,Gtl,10603,Inside,,3,20,RL,28.0,BrkFace,None,2,NWAmes,68,7,6,3,Gable,Normal,WD,0,6,1610.0,168,1977,2001,2010,3220.0
101,977,755,None,3,1Fam,3,0,0.0,0.0,1,Unf,0.0,0.0,4,741.0,Y,Norm,5,0,3,4,HdBoard,HdBoard,0,3,1,CBlock,2,8,476.0,2.0,3,3,3,0,1985.0,1732,1,GasA,3,2Story,1,4,Lvl,Gtl,9206,Inside,77.0,4,60,RL,336.0,BrkFace,None,6,SawyerW,46,5,6,3,Gable,Normal,WD,0,7,741.0,192,1985,1985,2010,2473.0
102,1535,0,None,4,Duplex,0,0,0.0,0.0,0,None,0.0,0.0,0,0.0,Y,Norm,5,0,2,3,HdBoard,HdBoard,0,0,0,Slab,2,8,410.0,2.0,3,1,3,0,1979.0,1535,0,GasA,3,1Story,2,3,Bnk,Gtl,7018,Inside,64.0,4,90,RL,0.0,None,None,6,SawyerW,0,5,5,3,Gable,Alloca,WD,0,8,0.0,0,1979,1979,2009,1535.0
103,1226,0,None,3,1Fam,3,0,0.0,0.0,1,Unf,0.0,0.0,4,1226.0,Y,Norm,5,0,3,3,VinylSd,VinylSd,0,0,0,PConc,2,8,740.0,3.0,3,2,3,0,2009.0,1226,0,GasA,5,1Story,1,4,Lvl,Gtl,10402,Corner,94.0,3,20,RL,0.0,None,None,5,CollgCr,36,5,7,3,Gable,Normal,WD,0,6,1226.0,0,2009,2009,2010,2452.0
104,1226,592,None,4,1Fam,3,0,224.0,0.0,2,Unf,0.0,0.0,3,816.0,Y,Norm,3,0,2,3,Stucco,Stucco,0,3,2,PConc,1,8,240.0,1.0,3,1,3,0,1951.0,1818,1,GasA,5,1.5Fin,1,3,Lvl,Gtl,7758,Corner,,4,50,RM,600.0,BrkFace,None,6,IDOTRR,0,4,7,3,Gable,Normal,WD,184,7,1040.0,0,1931,1950,2007,2858.0
105,1053,939,None,3,1Fam,3,0,0.0,0.0,1,Unf,0.0,0.0,5,1053.0,Y,Norm,5,0,3,4,VinylSd,VinylSd,0,4,1,PConc,2,8,648.0,2.0,3,2,3,0,2003.0,1992,1,GasA,5,2Story,1,4,Lvl,Gtl,9375,Inside,75.0,4,60,FV,768.0,BrkFace,None,8,Somerst,45,5,8,3,Hip,Normal,WD,0,9,1053.0,140,2003,2004,2008,3045.0
106,1047,0,Grvl,2,1Fam,3,0,0.0,0.0,1,Unf,0.0,0.0,2,641.0,Y,Norm,5,0,3,3,VinylSd,VinylSd,0,0,0,BrkTil,1,8,273.0,1.0,2,1,2,0,1954.0,1047,0,GasA,4,1Story,1,3,Lvl,Gtl,10800,Inside,60.0,4,30,RM,0.0,None,Shed,8,OldTown,0,7,4,1,Mansard,Normal,WD,0,6,641.0,0,1885,1995,2007,1688.0
107,789,0,None,2,1Fam,3,0,104.0,169.0,5,BLQ,0.0,0.0,3,516.0,Y,Norm,5,0,3,3,VinylSd,VinylSd,0,0,0,CBlock,1,8,250.0,1.0,3,1,3,0,1948.0,789,0,GasA,5,1Story,1,3,Lvl,Gtl,6000,Inside,50.0,4,20,RM,0.0,None,None,4,OldTown,0,5,5,3,Gable,Partial,WD,0,5,789.0,0,1948,1950,2008,1578.0
108,997,520,None,3,1Fam,3,0,0.0,0.0,1,Unf,0.0,0.0,3,793.0,N,Artery,3,144,3,3,CemntBd,CmentBd,0,0,0,CBlock,2,8,0.0,0.0,0,0,0,0,,1517,0,GasW,3,1.5Fin,1,2,Lvl,Gtl,8500,Corner,85.0,4,50,RM,0.0,None,None,8,IDOTRR,0,7,5,1,Gable,Normal,WD,0,7,793.0,0,1919,2005,2007,2310.0
109,1844,0,None,3,1Fam,3,0,705.0,0.0,4,Unf,0.0,0.0,4,1139.0,Y,Norm,5,0,3,3,Plywood,Plywood,3,3,1,CBlock,2,8,546.0,2.0,3,2,3,0,1977.0,1844,0,GasA,5,1Story,1,3,Lvl,Gtl,11751,Inside,105.0,3,20,RL,480.0,BrkFace,None,1,NWAmes,122,6,6,3,Hip,Normal,COD,0,7,1844.0,0,1977,1977,2010,3688.0
110,1216,639,None,4,1Fam,2,0,444.0,0.0,3,Unf,0.0,0.0,3,550.0,Y,Norm,5,0,3,3,Wd Sdng,Wd Sdng,0,0,0,CBlock,2,8,325.0,1.0,3,1,3,0,1954.0,1855,0,GasA,4,1.5Fin,1,3,Lvl,Gtl,9525,Inside,75.0,4,50,RL,0.0,None,None,10,Edwards,0,4,6,3,Gable,Normal,WD,0,7,994.0,182,1954,1972,2006,2849.0
111,774,656,None,3,1Fam,3,0,250.0,0.0,6,Unf,0.0,0.0,4,134.0,Y,Norm,5,0,3,3,VinylSd,VinylSd,0,3,1,PConc,2,8,400.0,2.0,3,3,3,0,2000.0,1430,1,GasA,5,SLvl,1,3,Lvl,Gtl,7750,Inside,,3,80,RL,0.0,None,None,4,Gilbert,0,5,7,3,Gable,Normal,WD,0,7,384.0,180,2000,2000,2010,1814.0
112,1282,1414,None,4,1Fam,3,0,984.0,0.0,6,Unf,1.0,0.0,5,280.0,Y,Norm,5,0,3,4,VinylSd,VinylSd,0,4,1,PConc,2,8,792.0,3.0,3,3,3,0,2007.0,2696,1,GasA,5,2Story,1,5,Lvl,Gtl,9965,Inside,77.0,4,60,RL,220.0,Stone,None,10,CollgCr,184,5,7,3,Gable,Partial,New,168,10,1264.0,120,2007,2007,2007,3960.0
113,2259,0,None,3,1Fam,3,0,35.0,869.0,5,Rec,1.0,0.0,4,905.0,Y,Norm,5,192,4,3,Wd Sdng,Wd Sdng,3,4,2,CBlock,2,8,450.0,2.0,3,1,3,0,1953.0,2259,0,GasA,3,1Story,1,4,Bnk,Gtl,21000,Corner,,4,20,RL,184.0,BrkFace,None,10,Crawfor,120,5,6,3,Hip,Abnorml,COD,0,7,1809.0,166,1953,1953,2007,4068.0
114,1436,884,None,3,1Fam,3,0,774.0,150.0,5,LwQ,1.0,0.0,3,104.0,Y,Norm,5,0,3,3,Wd Sdng,Wd Sdng,3,3,1,CBlock,2,8,180.0,1.0,3,1,3,0,1945.0,2320,1,GasA,5,2Story,1,4,Lvl,Mod,7259,Inside,61.0,3,70,RL,0.0,None,None,7,Crawfor,0,8,6,3,Gambrel,Normal,WD,0,9,1028.0,224,1945,2002,2007,3348.0
115,729,729,Pave,2,TwnhsE,3,0,419.0,0.0,6,Unf,0.0,0.0,4,310.0,Y,Norm,5,0,3,3,MetalSd,MetalSd,0,2,1,PConc,2,8,440.0,2.0,3,1,3,0,1999.0,1458,1,GasA,4,2Story,1,3,Lvl,Gtl,3230,Corner,34.0,4,160,FV,1129.0,BrkFace,None,6,Somerst,32,5,6,3,Gable,Normal,WD,0,5,729.0,0,1999,1999,2007,2187.0
116,1092,0,None,3,1Fam,3,0,170.0,670.0,2,BLQ,0.0,1.0,3,252.0,Y,Norm,5,144,3,3,Wd Sdng,Wd Sdng,0,1,1,CBlock,1,8,288.0,1.0,3,1,3,0,1962.0,1092,0,GasA,3,1Story,1,3,Lvl,Gtl,11616,Inside,,4,20,RL,116.0,BrkFace,None,9,Sawyer,20,5,5,3,Gable,Normal,WD,0,6,1092.0,0,1962,1962,2009,2184.0
117,1125,0,None,2,1Fam,3,0,0.0,0.0,1,Unf,0.0,0.0,4,1125.0,Y,Norm,5,0,3,3,VinylSd,VinylSd,0,0,0,PConc,1,8,430.0,2.0,3,1,3,0,2007.0,1125,1,GasA,4,1Story,1,3,Lvl,Gtl,8536,Corner,74.0,4,20,RL,0.0,None,None,4,Edwards,64,5,5,3,Gable,Partial,New,0,5,1125.0,80,2006,2007,2007,2250.0
118,1699,1523,None,5,1Fam,3,0,1470.0,0.0,6,Unf,1.0,0.0,4,203.0,Y,Norm,5,0,3,3,Plywood,Plywood,0,3,2,PConc,3,8,594.0,3.0,3,1,3,0,1990.0,3222,0,GasA,4,2Story,1,4,Lvl,Gtl,12376,Corner,90.0,4,60,RL,0.0,None,None,5,SawyerW,0,5,7,3,Hip,Normal,WD,0,11,1673.0,367,1990,1990,2010,4895.0
119,728,728,None,3,1Fam,3,0,0.0,0.0,1,Unf,0.0,0.0,4,728.0,Y,Norm,5,0,3,4,VinylSd,VinylSd,0,4,1,PConc,2,8,390.0,2.0,3,3,3,0,2005.0,1456,1,GasA,5,2Story,1,4,Lvl,Gtl,8461,Inside,65.0,4,60,RL,0.0,None,None,7,CollgCr,24,5,6,3,Gable,Partial,New,0,8,728.0,0,2005,2006,2006,2184.0
